x        Q2      f(x,Q2) 
0.040000 100.000000 0.083516 
0.050000 100.000000 0.035658 
0.060000 100.000000 0.004122 
0.070000 100.000000 -0.017539 
0.080000 100.000000 -0.032782 
0.090000 100.000000 -0.043633 
0.100000 100.000000 -0.051367 
0.200000 100.000000 -0.061772 
0.300000 100.000000 -0.043811 
0.400000 100.000000 -0.026598 
0.500000 100.000000 -0.013917 
0.600000 100.000000 -0.005713 
0.700000 100.000000 -0.001179 
0.800000 100.000000 0.000567 
0.900000 100.000000 0.000319 
0.999900 100.000000 -0.001242 
0.000010 200.000000 27.086289 
0.000020 200.000000 20.640940 
0.000030 200.000000 17.512214 
0.000040 200.000000 15.541982 
0.000050 200.000000 14.143837 
0.000060 200.000000 13.080117 
0.000070 200.000000 12.232886 
0.000080 200.000000 11.535787 
0.000090 200.000000 10.948110 
0.000100 200.000000 10.443251 
0.000200 200.000000 7.568739 
0.000300 200.000000 6.204817 
0.000400 200.000000 5.359740 
0.000500 200.000000 4.767795 
0.000600 200.000000 4.322385 
0.000700 200.000000 3.971050 
0.000800 200.000000 3.684482 
0.000900 200.000000 3.444811 
0.001000 200.000000 3.240424 
0.002000 200.000000 2.109021 
0.003000 200.000000 1.597318 
0.004000 200.000000 1.291510 
0.005000 200.000000 1.083672 
0.006000 200.000000 0.931371 
0.007000 200.000000 0.814072 
0.008000 200.000000 0.720472 
0.009000 200.000000 0.643772 
0.010000 200.000000 0.579609 
0.020000 200.000000 0.250547 
0.030000 200.000000 0.121966 
0.040000 200.000000 0.054456 
0.050000 200.000000 0.014102 
0.060000 200.000000 -0.011756 
0.070000 200.000000 -0.028985 
0.080000 200.000000 -0.040692 
0.090000 200.000000 -0.048680 
0.100000 200.000000 -0.054070 
0.200000 200.000000 -0.054992 
0.300000 200.000000 -0.036690 
0.400000 200.000000 -0.021244 
0.500000 200.000000 -0.010592 
0.600000 200.000000 -0.004065 
0.700000 200.000000 -0.000667 
0.800000 200.000000 0.000510 
0.900000 200.000000 0.000217 
0.999900 200.000000 -0.000941 
0.000010 300.000000 28.051779 
0.000020 300.000000 21.238598 
0.000030 300.000000 17.946771 
0.000040 300.000000 15.880274 
0.000050 300.000000 14.417292 
0.000060 300.000000 13.306397 
0.000070 300.000000 12.423047 
0.000080 300.000000 11.697270 
0.000090 300.000000 11.086198 
0.000100 300.000000 10.561845 
0.000200 300.000000 7.588762 
0.000300 300.000000 6.187213 
0.000400 300.000000 5.322668 
0.000500 300.000000 4.719180 
0.000600 300.000000 4.266386 
0.000700 300.000000 3.910106 
0.000800 300.000000 3.620134 
0.000900 300.000000 3.378086 
0.001000 300.000000 3.172034 
0.002000 300.000000 2.038571 
0.003000 300.000000 1.530964 
0.004000 300.000000 1.229611 
0.005000 300.000000 1.025860 
0.006000 300.000000 0.877199 
0.007000 300.000000 0.763137 
0.008000 300.000000 0.672428 
0.009000 300.000000 0.598329 
0.010000 300.000000 0.536520 
0.020000 300.000000 0.222982 
0.030000 300.000000 0.102935 
0.040000 300.000000 0.040958 
0.050000 300.000000 0.004497 
0.060000 300.000000 -0.018487 
0.070000 300.000000 -0.033526 
0.080000 300.000000 -0.043526 
0.090000 300.000000 -0.050165 
0.100000 300.000000 -0.054476 
0.200000 300.000000 -0.051445 
0.300000 300.000000 -0.033239 
0.400000 300.000000 -0.018694 
0.500000 300.000000 -0.009019 
0.600000 300.000000 -0.003314 
0.700000 300.000000 -0.000494 
0.800000 300.000000 0.000390 
0.900000 300.000000 0.000110 
0.999900 300.000000 -0.000715 
0.000010 400.000000 28.680088 
0.000020 400.000000 21.617729 
0.000030 400.000000 18.216733 
0.000040 400.000000 16.086349 
0.000050 400.000000 14.580630 
0.000060 400.000000 13.438815 
0.000070 400.000000 12.531909 
0.000080 400.000000 11.787514 
0.000090 400.000000 11.161317 
0.000100 400.000000 10.624410 
0.000200 400.000000 7.588808 
0.000300 400.000000 6.164144 
0.000400 400.000000 5.288014 
0.000500 400.000000 4.677894 
0.000600 400.000000 4.221029 
0.000700 400.000000 3.862158 
0.000800 400.000000 3.570512 
0.000900 400.000000 3.327392 
0.001000 400.000000 3.120678 
0.002000 400.000000 1.988467 
0.003000 400.000000 1.484810 
0.004000 400.000000 1.187134 
0.005000 400.000000 0.986564 
0.006000 400.000000 0.840649 
0.007000 400.000000 0.728976 
0.008000 400.000000 0.640369 
0.009000 400.000000 0.568139 
0.010000 400.000000 0.508006 
0.020000 400.000000 0.205247 
0.030000 400.000000 0.090964 
0.040000 400.000000 0.032663 
0.050000 400.000000 -0.001248 
0.060000 400.000000 -0.022375 
0.070000 400.000000 -0.036016 
0.080000 400.000000 -0.044943 
0.090000 400.000000 -0.050745 
0.100000 400.000000 -0.054395 
0.200000 400.000000 -0.049098 
0.300000 400.000000 -0.031051 
0.400000 400.000000 -0.017096 
0.500000 400.000000 -0.008039 
0.600000 400.000000 -0.002858 
0.700000 400.000000 -0.000411 
0.800000 400.000000 0.000284 
0.900000 400.000000 0.000025 
0.999900 400.000000 -0.000544 
0.000010 500.000000 29.135575 
0.000020 500.000000 21.886940 
0.000030 500.000000 18.404992 
0.000040 500.000000 16.227523 
0.000050 500.000000 14.690472 
0.000060 500.000000 13.526096 
0.000070 500.000000 12.602076 
0.000080 500.000000 11.844208 
0.000090 500.000000 11.207107 
0.000100 500.000000 10.661182 
0.000200 500.000000 7.581316 
0.000300 500.000000 6.140772 
0.000400 500.000000 5.256914 
0.000500 500.000000 4.642515 
0.000600 500.000000 4.183129 
0.000700 500.000000 3.822737 
0.000800 500.000000 3.530183 
0.000900 500.000000 3.286550 
0.001000 500.000000 3.079587 
0.002000 500.000000 1.949669 
0.003000 500.000000 1.449562 
0.004000 500.000000 1.154981 
0.005000 500.000000 0.957017 
0.006000 500.000000 0.813312 
0.007000 500.000000 0.703541 
0.008000 500.000000 0.616593 
0.009000 500.000000 0.545827 
0.010000 500.000000 0.486999 
0.020000 500.000000 0.192467 
0.030000 500.000000 0.082473 
0.040000 500.000000 0.026868 
0.050000 500.000000 -0.005193 
0.060000 500.000000 -0.024981 
0.070000 500.000000 -0.037623 
0.080000 500.000000 -0.045786 
0.090000 500.000000 -0.050995 
0.100000 500.000000 -0.054181 
0.200000 500.000000 -0.047347 
0.300000 500.000000 -0.029474 
0.400000 500.000000 -0.015973 
0.500000 500.000000 -0.007368 
0.600000 500.000000 -0.002555 
0.700000 500.000000 -0.000361 
0.800000 500.000000 0.000211 
0.900000 500.000000 -0.000028 
0.999900 500.000000 -0.000427 
0.000010 600.000000 29.487491 
0.000020 600.000000 22.091280 
0.000030 600.000000 18.545571 
0.000040 600.000000 16.331193 
0.000050 600.000000 14.769685 
0.000060 600.000000 13.587769 
0.000070 600.000000 12.650494 
0.000080 600.000000 11.882231 
0.000090 600.000000 11.236745 
0.000100 600.000000 10.683911 
0.000200 600.000000 7.570594 
0.000300 600.000000 6.118397 
0.000400 600.000000 5.229031 
0.000500 600.000000 4.611683 
0.000600 600.000000 4.150633 
0.000700 600.000000 3.789298 
0.000800 600.000000 3.496238 
0.000900 600.000000 3.252375 
0.001000 600.000000 3.045365 
0.002000 600.000000 1.918067 
0.003000 600.000000 1.421127 
0.004000 600.000000 1.129208 
0.005000 600.000000 0.933451 
0.006000 600.000000 0.791600 
0.007000 600.000000 0.683414 
0.008000 600.000000 0.597841 
0.009000 600.000000 0.528281 
0.010000 600.000000 0.470524 
0.020000 600.000000 0.182632 
0.030000 600.000000 0.076016 
0.040000 600.000000 0.022504 
0.050000 600.000000 -0.008129 
0.060000 600.000000 -0.026891 
0.070000 600.000000 -0.038767 
0.080000 600.000000 -0.046346 
0.090000 600.000000 -0.051102 
0.100000 600.000000 -0.053933 
0.200000 600.000000 -0.045947 
0.300000 600.000000 -0.028252 
0.400000 600.000000 -0.015132 
0.500000 600.000000 -0.006884 
0.600000 600.000000 -0.002343 
0.700000 600.000000 -0.000324 
0.800000 600.000000 0.000170 
0.900000 600.000000 -0.000055 
0.999900 600.000000 -0.000355 
0.000010 700.000000 29.771109 
0.000020 700.000000 22.253401 
0.000030 700.000000 18.655439 
0.000040 700.000000 16.410927 
0.000050 700.000000 14.829525 
0.000060 700.000000 13.633392 
0.000070 700.000000 12.685410 
0.000080 700.000000 11.908777 
0.000090 700.000000 11.256562 
0.000100 700.000000 10.698199 
0.000200 700.000000 7.558472 
0.000300 700.000000 6.097335 
0.000400 700.000000 5.203864 
0.000500 700.000000 4.584395 
0.000600 700.000000 4.122206 
0.000700 700.000000 3.760275 
0.000800 700.000000 3.466942 
0.000900 700.000000 3.223009 
0.001000 700.000000 3.016060 
0.002000 700.000000 1.891447 
0.003000 700.000000 1.397345 
0.004000 700.000000 1.107759 
0.005000 700.000000 0.913916 
0.006000 700.000000 0.773665 
0.007000 700.000000 0.666839 
0.008000 700.000000 0.582441 
0.009000 700.000000 0.513909 
0.010000 700.000000 0.457061 
0.020000 700.000000 0.174726 
0.030000 700.000000 0.070874 
0.040000 700.000000 0.019055 
0.050000 700.000000 -0.010433 
0.060000 700.000000 -0.028372 
0.070000 700.000000 -0.039635 
0.080000 700.000000 -0.046746 
0.090000 700.000000 -0.051138 
0.100000 700.000000 -0.053684 
0.200000 700.000000 -0.044778 
0.300000 700.000000 -0.027258 
0.400000 700.000000 -0.014474 
0.500000 700.000000 -0.006522 
0.600000 700.000000 -0.002191 
0.700000 700.000000 -0.000294 
0.800000 700.000000 0.000153 
0.900000 700.000000 -0.000063 
0.999900 700.000000 -0.000315 
0.000010 800.000000 30.006668 
0.000020 800.000000 22.386160 
0.000030 800.000000 18.744154 
0.000040 800.000000 16.474326 
0.000050 800.000000 14.876262 
0.000060 800.000000 13.668258 
0.000070 800.000000 12.711363 
0.000080 800.000000 11.927783 
0.000090 800.000000 11.270001 
0.000100 800.000000 10.707076 
0.000200 800.000000 7.545824 
0.000300 800.000000 6.077601 
0.000400 800.000000 5.180971 
0.000500 800.000000 4.559930 
0.000600 800.000000 4.096943 
0.000700 800.000000 3.734638 
0.000800 800.000000 3.441178 
0.000900 800.000000 3.197272 
0.001000 800.000000 2.990446 
0.002000 800.000000 1.868478 
0.003000 800.000000 1.376942 
0.004000 800.000000 1.089431 
0.005000 800.000000 0.897279 
0.006000 800.000000 0.758434 
0.007000 800.000000 0.652800 
0.008000 800.000000 0.569428 
0.009000 800.000000 0.501791 
0.010000 800.000000 0.445733 
0.020000 800.000000 0.168167 
0.030000 800.000000 0.066642 
0.040000 800.000000 0.016232 
0.050000 800.000000 -0.012307 
0.060000 800.000000 -0.029565 
0.070000 800.000000 -0.040322 
0.080000 800.000000 -0.047045 
0.090000 800.000000 -0.051136 
0.100000 800.000000 -0.053444 
0.200000 800.000000 -0.043775 
0.300000 800.000000 -0.026425 
0.400000 800.000000 -0.013943 
0.500000 800.000000 -0.006243 
0.600000 800.000000 -0.002078 
0.700000 800.000000 -0.000267 
0.800000 800.000000 0.000154 
0.900000 800.000000 -0.000057 
0.999900 800.000000 -0.000298 
0.000010 900.000000 30.206777 
0.000020 900.000000 22.497487 
0.000030 900.000000 18.817573 
0.000040 900.000000 16.526017 
0.000050 900.000000 14.913692 
0.000060 900.000000 13.695555 
0.000070 900.000000 12.731073 
0.000080 900.000000 11.941596 
0.000090 900.000000 11.279099 
0.000100 900.000000 10.712323 
0.000200 900.000000 7.533096 
0.000300 900.000000 6.059111 
0.000400 900.000000 5.159989 
0.000500 900.000000 4.537758 
0.000600 900.000000 4.074208 
0.000700 900.000000 3.711677 
0.000800 900.000000 3.418186 
0.000900 900.000000 3.174366 
0.001000 900.000000 2.967700 
0.002000 900.000000 1.848300 
0.003000 900.000000 1.359103 
0.004000 900.000000 1.073460 
0.005000 900.000000 0.882822 
0.006000 900.000000 0.745232 
0.007000 900.000000 0.640658 
0.008000 900.000000 0.558196 
0.009000 900.000000 0.491352 
0.010000 900.000000 0.435991 
0.020000 900.000000 0.162596 
0.030000 900.000000 0.063073 
0.040000 900.000000 0.013864 
0.050000 900.000000 -0.013871 
0.060000 900.000000 -0.030554 
0.070000 900.000000 -0.040881 
0.080000 900.000000 -0.047275 
0.090000 900.000000 -0.051109 
0.100000 900.000000 -0.053216 
0.200000 900.000000 -0.042898 
0.300000 900.000000 -0.025710 
0.400000 900.000000 -0.013502 
0.500000 900.000000 -0.006023 
0.600000 900.000000 -0.001993 
0.700000 900.000000 -0.000242 
0.800000 900.000000 0.000165 
0.900000 900.000000 -0.000043 
0.999900 900.000000 -0.000297 
0.000010 1000.000000 30.379783 
0.000020 1000.000000 22.592586 
0.000030 1000.000000 18.879511 
0.000040 1000.000000 16.568998 
0.000050 1000.000000 14.944262 
0.000060 1000.000000 13.717328 
0.000070 1000.000000 12.746275 
0.000080 1000.000000 11.951702 
0.000090 1000.000000 11.285141 
0.000100 1000.000000 10.715052 
0.000200 1000.000000 7.520525 
0.000300 1000.000000 6.041758 
0.000400 1000.000000 5.140630 
0.000500 1000.000000 4.517483 
0.000600 1000.000000 4.053536 
0.000700 1000.000000 3.690882 
0.000800 1000.000000 3.397425 
0.000900 1000.000000 3.153731 
0.001000 1000.000000 2.947248 
0.002000 1000.000000 1.830323 
0.003000 1000.000000 1.343276 
0.004000 1000.000000 1.059332 
0.005000 1000.000000 0.870064 
0.006000 1000.000000 0.733606 
0.007000 1000.000000 0.629986 
0.008000 1000.000000 0.548341 
0.009000 1000.000000 0.482207 
0.010000 1000.000000 0.427470 
0.020000 1000.000000 0.157774 
0.030000 1000.000000 0.060004 
0.040000 1000.000000 0.011836 
0.050000 1000.000000 -0.015203 
0.060000 1000.000000 -0.031390 
0.070000 1000.000000 -0.041346 
0.080000 1000.000000 -0.047456 
0.090000 1000.000000 -0.051068 
0.100000 1000.000000 -0.052998 
0.200000 1000.000000 -0.042120 
0.300000 1000.000000 -0.025088 
0.400000 1000.000000 -0.013129 
0.500000 1000.000000 -0.005845 
0.600000 1000.000000 -0.001927 
0.700000 1000.000000 -0.000220 
0.800000 1000.000000 0.000183 
0.900000 1000.000000 -0.000024 
0.999900 1000.000000 -0.000305 
0.000010 2000.000000 31.383204 
0.000020 2000.000000 23.118953 
0.000030 2000.000000 19.205690 
0.000040 2000.000000 16.781923 
0.000050 2000.000000 15.083702 
0.000060 2000.000000 13.805113 
0.000070 2000.000000 12.795775 
0.000080 2000.000000 11.971740 
0.000090 2000.000000 11.281858 
0.000100 2000.000000 10.692900 
0.000200 2000.000000 7.414078 
0.000300 2000.000000 5.911307 
0.000400 2000.000000 5.001420 
0.000500 2000.000000 4.375239 
0.000600 2000.000000 3.910841 
0.000700 2000.000000 3.549025 
0.000800 2000.000000 3.257082 
0.000900 2000.000000 3.015263 
0.001000 2000.000000 2.810840 
0.002000 2000.000000 1.714282 
0.003000 2000.000000 1.242689 
0.004000 2000.000000 0.970463 
0.005000 2000.000000 0.790440 
0.006000 2000.000000 0.661510 
0.007000 2000.000000 0.564169 
0.008000 2000.000000 0.487862 
0.009000 2000.000000 0.426332 
0.010000 2000.000000 0.375615 
0.020000 2000.000000 0.129316 
0.030000 2000.000000 0.042313 
0.040000 2000.000000 0.000432 
0.050000 2000.000000 -0.022467 
0.060000 2000.000000 -0.035723 
0.070000 2000.000000 -0.043511 
0.080000 2000.000000 -0.047969 
0.090000 2000.000000 -0.050298 
0.100000 2000.000000 -0.051224 
0.200000 2000.000000 -0.037321 
0.300000 2000.000000 -0.021412 
0.400000 2000.000000 -0.011031 
0.500000 2000.000000 -0.004908 
0.600000 2000.000000 -0.001599 
0.700000 2000.000000 -0.000075 
0.800000 2000.000000 0.000350 
0.900000 2000.000000 0.000130 
0.999900 2000.000000 -0.000439 
0.000010 3000.000000 31.870236 
0.000020 3000.000000 23.354447 
0.000030 3000.000000 19.338537 
0.000040 3000.000000 16.857802 
0.000050 3000.000000 15.123151 
0.000060 3000.000000 13.819253 
0.000070 3000.000000 12.791348 
0.000080 3000.000000 11.953156 
0.000090 3000.000000 11.252164 
0.000100 3000.000000 10.654292 
0.000200 3000.000000 7.337170 
0.000300 3000.000000 5.824918 
0.000400 3000.000000 4.912577 
0.000500 3000.000000 4.286455 
0.000600 3000.000000 3.823166 
0.000700 3000.000000 3.462923 
0.000800 3000.000000 3.172748 
0.000900 3000.000000 2.932762 
0.001000 3000.000000 2.730171 
0.002000 3000.000000 1.648739 
0.003000 3000.000000 1.187218 
0.004000 3000.000000 0.922172 
0.005000 3000.000000 0.747595 
0.006000 3000.000000 0.622984 
0.007000 3000.000000 0.529179 
0.008000 3000.000000 0.455837 
0.009000 3000.000000 0.396840 
0.010000 3000.000000 0.348321 
0.020000 3000.000000 0.114704 
0.030000 3000.000000 0.033579 
0.040000 3000.000000 -0.004867 
0.050000 3000.000000 -0.025534 
0.060000 3000.000000 -0.037255 
0.070000 3000.000000 -0.043947 
0.080000 3000.000000 -0.047606 
0.090000 3000.000000 -0.049347 
0.100000 3000.000000 -0.049835 
0.200000 3000.000000 -0.034970 
0.300000 3000.000000 -0.019656 
0.400000 3000.000000 -0.009930 
0.500000 3000.000000 -0.004313 
0.600000 3000.000000 -0.001351 
0.700000 3000.000000 -0.000034 
0.800000 3000.000000 0.000303 
0.900000 3000.000000 0.000095 
0.999900 3000.000000 -0.000375 
0.000010 4000.000000 32.177023 
0.000020 4000.000000 23.493778 
0.000030 4000.000000 19.410945 
0.000040 4000.000000 16.893617 
0.000050 4000.000000 15.135819 
0.000060 4000.000000 13.815977 
0.000070 4000.000000 12.776456 
0.000080 4000.000000 11.929457 
0.000090 4000.000000 11.221591 
0.000100 4000.000000 10.618231 
0.000200 4000.000000 7.278047 
0.000300 4000.000000 5.760627 
0.000400 4000.000000 4.847429 
0.000500 4000.000000 4.221955 
0.000600 4000.000000 3.759915 
0.000700 4000.000000 3.401158 
0.000800 4000.000000 3.112547 
0.000900 4000.000000 2.874125 
0.001000 4000.000000 2.673059 
0.002000 4000.000000 1.603555 
0.003000 4000.000000 1.149537 
0.004000 4000.000000 0.889655 
0.005000 4000.000000 0.718900 
0.006000 4000.000000 0.597265 
0.007000 4000.000000 0.505865 
0.008000 4000.000000 0.434522 
0.009000 4000.000000 0.377224 
0.010000 4000.000000 0.330173 
0.020000 4000.000000 0.105055 
0.030000 4000.000000 0.027962 
0.040000 4000.000000 -0.008101 
0.050000 4000.000000 -0.027231 
0.060000 4000.000000 -0.037917 
0.070000 4000.000000 -0.043897 
0.080000 4000.000000 -0.047059 
0.090000 4000.000000 -0.048453 
0.100000 4000.000000 -0.048702 
0.200000 4000.000000 -0.033546 
0.300000 4000.000000 -0.018584 
0.400000 4000.000000 -0.009153 
0.500000 4000.000000 -0.003809 
0.600000 4000.000000 -0.001118 
0.700000 4000.000000 -0.000039 
0.800000 4000.000000 0.000156 
0.900000 4000.000000 -0.000021 
0.999900 4000.000000 -0.000207 
0.000010 5000.000000 32.395819 
0.000020 5000.000000 23.588203 
0.000030 5000.000000 19.456304 
0.000040 5000.000000 16.912426 
0.000050 5000.000000 15.137983 
0.000060 5000.000000 13.806760 
0.000070 5000.000000 12.759003 
0.000080 5000.000000 11.905801 
0.000090 5000.000000 11.193120 
0.000100 5000.000000 10.585937 
0.000200 5000.000000 7.230117 
0.000300 5000.000000 5.709591 
0.000400 5000.000000 4.796229 
0.000500 5000.000000 4.171585 
0.000600 5000.000000 3.710747 
0.000700 5000.000000 3.353321 
0.000800 5000.000000 3.066062 
0.000900 5000.000000 2.828966 
0.001000 5000.000000 2.629175 
0.002000 5000.000000 1.569350 
0.003000 5000.000000 1.121248 
0.004000 5000.000000 0.865370 
0.005000 5000.000000 0.697543 
0.006000 5000.000000 0.578168 
0.007000 5000.000000 0.488584 
0.008000 5000.000000 0.418744 
0.009000 5000.000000 0.362718 
0.010000 5000.000000 0.316764 
0.020000 5000.000000 0.097991 
0.030000 5000.000000 0.023924 
0.040000 5000.000000 -0.010348 
0.050000 5000.000000 -0.028331 
0.060000 5000.000000 -0.038253 
0.070000 5000.000000 -0.043717 
0.080000 5000.000000 -0.046530 
0.090000 5000.000000 -0.047688 
0.100000 5000.000000 -0.047781 
0.200000 5000.000000 -0.032544 
0.300000 5000.000000 -0.017825 
0.400000 5000.000000 -0.008563 
0.500000 5000.000000 -0.003401 
0.600000 5000.000000 -0.000926 
0.700000 5000.000000 -0.000059 
0.800000 5000.000000 0.000003 
0.900000 5000.000000 -0.000141 
0.999900 5000.000000 -0.000033 
0.000010 6000.000000 32.563796 
0.000020 6000.000000 23.657741 
0.000030 6000.000000 19.487257 
0.000040 6000.000000 16.922641 
0.000050 6000.000000 15.135282 
0.000060 6000.000000 13.795291 
0.000070 6000.000000 12.741231 
0.000080 6000.000000 11.883313 
0.000090 6000.000000 11.166999 
0.000100 6000.000000 10.556953 
0.000200 6000.000000 7.189821 
0.000300 6000.000000 5.667399 
0.000400 6000.000000 4.754259 
0.000500 6000.000000 4.130513 
0.000600 6000.000000 3.670801 
0.000700 6000.000000 3.314561 
0.000800 6000.000000 3.028479 
0.000900 6000.000000 2.792516 
0.001000 6000.000000 2.593806 
0.002000 6000.000000 1.541989 
0.003000 6000.000000 1.098704 
0.004000 6000.000000 0.846072 
0.005000 6000.000000 0.680614 
0.006000 6000.000000 0.563064 
0.007000 6000.000000 0.474944 
0.008000 6000.000000 0.406313 
0.009000 6000.000000 0.351311 
0.010000 6000.000000 0.306238 
0.020000 6000.000000 0.092524 
0.030000 6000.000000 0.020838 
0.040000 6000.000000 -0.012036 
0.050000 6000.000000 -0.029129 
0.060000 6000.000000 -0.038464 
0.070000 6000.000000 -0.043533 
0.080000 6000.000000 -0.046078 
0.090000 6000.000000 -0.047058 
0.100000 6000.000000 -0.047034 
0.200000 6000.000000 -0.031754 
0.300000 6000.000000 -0.017231 
0.400000 6000.000000 -0.008106 
0.500000 6000.000000 -0.003087 
0.600000 6000.000000 -0.000782 
0.700000 6000.000000 -0.000080 
0.800000 6000.000000 -0.000120 
0.900000 6000.000000 -0.000234 
0.999900 6000.000000 0.000107 
0.000010 7000.000000 32.699176 
0.000020 7000.000000 23.711936 
0.000030 7000.000000 19.509694 
0.000040 7000.000000 16.928073 
0.000050 7000.000000 15.130177 
0.000060 7000.000000 13.783074 
0.000070 7000.000000 12.723937 
0.000080 7000.000000 11.862248 
0.000090 7000.000000 11.143049 
0.000100 7000.000000 10.530748 
0.000200 7000.000000 7.155074 
0.000300 7000.000000 5.631536 
0.000400 7000.000000 4.718853 
0.000500 7000.000000 4.096024 
0.000600 7000.000000 3.637363 
0.000700 7000.000000 3.282187 
0.000800 7000.000000 2.997136 
0.000900 7000.000000 2.762155 
0.001000 7000.000000 2.564370 
0.002000 7000.000000 1.519287 
0.003000 7000.000000 1.080018 
0.004000 7000.000000 0.830099 
0.005000 7000.000000 0.666627 
0.006000 7000.000000 0.550612 
0.007000 7000.000000 0.463725 
0.008000 7000.000000 0.396113 
0.009000 7000.000000 0.341972 
0.010000 7000.000000 0.297641 
0.020000 7000.000000 0.088138 
0.030000 7000.000000 0.018386 
0.040000 7000.000000 -0.013372 
0.050000 7000.000000 -0.029761 
0.060000 7000.000000 -0.038630 
0.070000 7000.000000 -0.043383 
0.080000 7000.000000 -0.045714 
0.090000 7000.000000 -0.046548 
0.100000 7000.000000 -0.046426 
0.200000 7000.000000 -0.031082 
0.300000 7000.000000 -0.016735 
0.400000 7000.000000 -0.007748 
0.500000 7000.000000 -0.002859 
0.600000 7000.000000 -0.000685 
0.700000 7000.000000 -0.000097 
0.800000 7000.000000 -0.000203 
0.900000 7000.000000 -0.000292 
0.999900 7000.000000 0.000203 
0.000010 8000.000000 32.812065 
0.000020 8000.000000 23.755941 
0.000030 8000.000000 19.526730 
0.000040 8000.000000 16.930693 
0.000050 8000.000000 15.123898 
0.000060 8000.000000 13.770817 
0.000070 8000.000000 12.707438 
0.000080 8000.000000 11.842619 
0.000090 8000.000000 11.121046 
0.000100 8000.000000 10.506904 
0.000200 8000.000000 7.124565 
0.000300 8000.000000 5.600431 
0.000400 8000.000000 4.688348 
0.000500 8000.000000 4.066433 
0.000600 8000.000000 3.608750 
0.000700 8000.000000 3.254534 
0.000800 8000.000000 2.970397 
0.000900 8000.000000 2.736274 
0.001000 8000.000000 2.539294 
0.002000 8000.000000 1.499954 
0.003000 8000.000000 1.064097 
0.004000 8000.000000 0.816497 
0.005000 8000.000000 0.654733 
0.006000 8000.000000 0.540045 
0.007000 8000.000000 0.454227 
0.008000 8000.000000 0.387500 
0.009000 8000.000000 0.334107 
0.010000 8000.000000 0.290420 
0.020000 8000.000000 0.084526 
0.030000 8000.000000 0.016379 
0.040000 8000.000000 -0.014471 
0.050000 8000.000000 -0.030290 
0.060000 8000.000000 -0.038781 
0.070000 8000.000000 -0.043277 
0.080000 8000.000000 -0.045429 
0.090000 8000.000000 -0.046138 
0.100000 8000.000000 -0.045929 
0.200000 8000.000000 -0.030482 
0.300000 8000.000000 -0.016302 
0.400000 8000.000000 -0.007466 
0.500000 8000.000000 -0.002701 
0.600000 8000.000000 -0.000625 
0.700000 8000.000000 -0.000108 
0.800000 8000.000000 -0.000247 
0.900000 8000.000000 -0.000319 
0.999900 8000.000000 0.000256 
0.000010 9000.000000 32.908579 
0.000020 9000.000000 23.792785 
0.000030 9000.000000 19.540162 
0.000040 9000.000000 16.931614 
0.000050 9000.000000 15.117114 
0.000060 9000.000000 13.758879 
0.000070 9000.000000 12.691861 
0.000080 9000.000000 11.824374 
0.000090 9000.000000 11.100790 
0.000100 9000.000000 10.485102 
0.000200 9000.000000 7.097418 
0.000300 9000.000000 5.573037 
0.000400 9000.000000 4.661636 
0.000500 9000.000000 4.040614 
0.000600 9000.000000 3.583842 
0.000700 9000.000000 3.230499 
0.000800 9000.000000 2.947179 
0.000900 9000.000000 2.713816 
0.001000 9000.000000 2.517540 
0.002000 9000.000000 1.483167 
0.003000 9000.000000 1.050256 
0.004000 9000.000000 0.804673 
0.005000 9000.000000 0.644406 
0.006000 9000.000000 0.530888 
0.007000 9000.000000 0.446015 
0.008000 9000.000000 0.380072 
0.009000 9000.000000 0.327342 
0.010000 9000.000000 0.284224 
0.020000 9000.000000 0.081489 
0.030000 9000.000000 0.014701 
0.040000 9000.000000 -0.015399 
0.050000 9000.000000 -0.030750 
0.060000 9000.000000 -0.038931 
0.070000 9000.000000 -0.043211 
0.080000 9000.000000 -0.045209 
0.090000 9000.000000 -0.045807 
0.100000 9000.000000 -0.045517 
0.200000 9000.000000 -0.029933 
0.300000 9000.000000 -0.015916 
0.400000 9000.000000 -0.007244 
0.500000 9000.000000 -0.002598 
0.600000 9000.000000 -0.000596 
0.700000 9000.000000 -0.000113 
0.800000 9000.000000 -0.000259 
0.900000 9000.000000 -0.000321 
0.999900 9000.000000 0.000275 
0.000010 10000.000000 32.992664 
0.000020 10000.000000 23.824372 
0.000030 10000.000000 19.551091 
0.000040 10000.000000 16.931501 
0.000050 10000.000000 15.110209 
0.000060 10000.000000 13.747446 
0.000070 10000.000000 12.677244 
0.000080 10000.000000 11.807435 
0.000090 10000.000000 11.082111 
0.000100 10000.000000 10.465094 
0.000200 10000.000000 7.073016 
0.000300 10000.000000 5.548619 
0.000400 10000.000000 4.637942 
0.000500 10000.000000 4.017780 
0.000600 10000.000000 3.561857 
0.000700 10000.000000 3.209311 
0.000800 10000.000000 2.926727 
0.000900 10000.000000 2.694042 
0.001000 10000.000000 2.498392 
0.002000 10000.000000 1.468371 
0.003000 10000.000000 1.038038 
0.004000 10000.000000 0.794234 
0.005000 10000.000000 0.635299 
0.006000 10000.000000 0.522825 
0.007000 10000.000000 0.438799 
0.008000 10000.000000 0.373561 
0.009000 10000.000000 0.321427 
0.010000 10000.000000 0.278821 
0.020000 10000.000000 0.078890 
0.030000 10000.000000 0.013270 
0.040000 10000.000000 -0.016199 
0.050000 10000.000000 -0.031161 
